brewery,beer name,size,style,description from brewer,color,ABV,OG,FG,IBU,availability,calories,calories/serving size,ingredients,grains,Hops,yeast,other ingredients,distributor,item,upc,reg price,post off,net case price,unit price,deposit,suggested +20%,suggested +25%,suggested +30%,,,,
Avery Brewing ,Ale to the Chief!,,Pale Ale,"""We the Brewers of Avery Brewing Company, in order to form a more perfect ale, require new leadership that can liberate us from our quagmires in foreign lands; embrace environmentally sound energy alternatives to imported oil; heal our ailing healthcare system; free us from tyrannical debt and resurrect the collapsing dollar. We hereby pledge to provide him with an ample amount of our Presidential Pale Ale to support in the struggle for the aforementioned goals! Hail to the New Chief!""",,8.75,1.076,,65,,,,,"Two-Row Pale, C-150, Dark Munich, Honey Malt","Magnum, Cascade",,,,,,,,,,,,,,,,,
Avery Brewing ,Collaboration not Litigation Ale,,Belgian,"Salvation. The name of two intricate Belgian-style ales, created by us, Vinnie Cilurzo of Russian River Brewing and Adam Avery of Avery Brewing. After becoming friends a few years ago, we realized we both had a Salvation in our lineups. Was it going to be a problem? Should one of us relinquish the name rights? ""Hell, no!"" we said. In fact, it was quickly decided that we should blend the brews to catch the best qualities of each and create an even more complex and rich libation. In April 2004, in a top secret meeting at Russian River Brewing (well, actually it was packed in the pub and many were looking over our shoulders wondering what the hell was going on), we came up with the perfect blend of the two Salvations. Natalie, Vinnie's much more significant other, exclaimed, ""We should call this Collaboration, not Litigation Ale!"" ""Perfect,"" we shouted! We celebrated deep into the night (or is that morning?). Fast forward to November 14, 2006. After talking about it for over two years, we finally decided to pull the trigger and Vinnie made the journey to Avery Brewing to brew his Salvation exactly as he does in his brewery.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beer Valley Brewing Co.,Owyhee Amber Ale,,Ale - Amber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beer Valley Brewing Co.,Highway to Ale Barley Wine,,Ale - Barley Wine Style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beer Valley Brewing Co.,Leafer Madness Imperial Pale Ale,,Ale - Pale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beer Valley Brewing Co.,Black Flag Imperial Stout,,Stout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belhaven,Scottish Ale,,Ale - Scotch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitburger,Drive,,Non-Alcoholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitburger,Pilsner,,Pilsner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte Creek,Organic India Pale Ale,,Ale - Pale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte Creek,Organic Pale Ale,,Ale - Pale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte Creek,Organic Porter,,Porter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave Creek,Chili Beer,,Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cock N Bull,Ginger,,Non-Alcoholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooper's,Dark Ale,,Ale - English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooper's,Vintage Ale,,Ale - English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooper's,Original Pale Ale,,Ale - Pale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooper's,Sparkling Ale,,Ale - Pale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooper's,Lager,,Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooper's,Best Extra Stout,,Stout - Dry (Dublin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dinkel Acker,Dark Lager,,Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dinkel Acker,Pilsner,,Pilsner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duchy,English Ale,,Ale - English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erdinger,Weissbier Dark,,Ale - Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erdinger,Weissbier Hefe-Weizen,,Ale - Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erdinger,Weissbier Kristallklar,,Ale - Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erdinger,Pikantus Weissbeir,,Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erdinger,Weissbier Hefe-Weizen N/A,,Non-Alcoholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Export 33,Lager,,Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flag,Porter,,Porter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flying Horse,Lager,,Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Four Peaks,8th Street Ale,,Ale - Pale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Four Peaks,Hop Knot,,Ale - Pale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Four Peaks,Dog Days Summer Ale,,Ale - Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Four Peaks,Kiltlifter,,Ale - Scotch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Four Peaks,Hefeweizen,,Ale - Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Four Peaks,Pumpkin Ale,,Porter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franziskaner,Hefe-Weisse Dark,,Ale - Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franziskaner,Hefe-Weisse Light,,Ale - Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genesee,Cream Ale,,Ale - Cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heather,Ale,,Ale - Scotch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Himalayan,Blue,,Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hobgoblin,English Ale,,Ale - Amber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.W. Dundee,Festive Ale,,Ale - Amber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.W. Dundee,India Pale Ale,,Ale - Pale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.W. Dundee,Pale Ale,,Ale - Pale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.W. Dundee,Hefeweizen,,Ale - Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.W. Dundee,Amber Lager,,Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.W. Dundee,Honey Brown Lager,,Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,India Pale Ale,,Ale - Pale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,Red Ale,,Ale - Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Boags,Lager,,Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaliber,Non-Alcoholic Lager,,Non-Alcoholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingfisher,Lager,,Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Kings,Cream Ale,,Ale - Cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maredsous,Double,,Ale - Belgium Style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Shea's,Irish Amber,,Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monty Python,Holy Grail Ale,,Ale - Amber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nimbus,Old Monkeyshine,,Ale - Amber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nimbus,Red Ale,,Ale - Amber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nimbus,Nut Brown Ale,,Ale - Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nimbus,Palo Verde Pale Ale,,Ale - Pale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nimbus,Blonde Ale,,Ale - White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nimbus,Oatmeal Stout,,Stout - Oatmeal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O. B. Korean,Pilsner Lager,,Pilsner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Creek,Amber,,Ale - Amber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Creek,Nut Brown Ale,,Ale - Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Creek,Pale Ale,,Ale - Pale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Creek,Hefeweizen,,Bavarian Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Creek,Golden Lager,,Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oggie's Pizza & Brewing Co.,Sunset Amber Ale,,Ale - Amber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oggie's Pizza & Brewing Co.,California Gold Blonde,,Ale - Pale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oggie's Pizza & Brewing Co.,Hop Juice,,Ale - Pale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oggie's Pizza & Brewing Co.,Paradise Pale Ale,,Ale - Pale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oggie's Pizza & Brewing Co.,Torrey Pines India Pale Ale,,Ale - Pale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oggie's Pizza & Brewing Co.,McGarvey's Scottish Ale,,Ale - Scotch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oggie's Pizza & Brewing Co.,Sweet Spot Hefe,,Hefeweizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oggie's Pizza & Brewing Co.,Black Magic Stout,,Stout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olde Suffolk,English Ale,,Ale - English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palma Louca,Lager,,Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Fe,Chicken Killer Barley Wine,,Ale - Barley Wine Style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Fe,Nut Brown Ale,,Ale - Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Fe,Pale Ale,,Ale - Pale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Fe,Wheat,,Bavarian Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Fe,State Pen Porter,,Porter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skull Splitter,Ale,,Ale - Barley Wine Style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithwick's,Ale,,Ale - Irish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spaten,Munich Optimator Dark,,Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spaten,Oktoberfest,,Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spaten,Premium Bock,,Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spaten,Premium Lager,,Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spaten,Pils,,Pilsner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Peter's,English Ale,,Ale - English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Peter's,Porter,,Porter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Peter's,Cream Stout,,Stout - Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelhead,Extra Pale,,Ale - Pale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelhead,Extra Stout,,Ale - Stout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theakston,Old Peculiar,,Ale - Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toohey's,Lager,,Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unibroue,15,,Ale - Amber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unibroue,Edition 2004,,Ale - Belgium Style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unibroue,Ephemere Apple,,Ale - Belgium Style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unibroue,La Fin du Monde,,Ale - Belgium Style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unibroue,Maudite,,Ale - Belgium Style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unibroue,Terrible,,Ale - Belgium Style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unibroue,Trois Pistoles,,Ale - Dark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unibroue,Blanche de Chambly,,Ale - White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welsh,ESB,,Ale - Bitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wexford,Irish Cream Ale,,Ale - Cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whitbread,Ale,,Ale - Pale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xingu,Lager,,Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Young's,Old Nick Barley Wine,,Ale - Barley Wine Style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Young's,Special London,,Ale - English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Young's,Double Chocolate Stout,,Stout - Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Young's,Oatmeal Stout,,Stout - Oatmeal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spoetzl,Shiner Bock,,Bock,"Bock reflects the tradition of genuine Bavarian beers as a brew only a craftsman like Kosmos Spoetzl, trained in the ""?Old Country,""? could bring to life. With its deep amber color, distinctive rich flavor and full body, Shiner Bock demonstrates the care of a handcrafted brewing process to bring forth a mellow taste free of the bitter aftertaste found in many micro, specialty and imported beers. Just think of it as Shiner smooth.",,4.4,,,13,year-round,,,,,,,,,,88573 33101,$27.18,,,,,,,,,,,
Spoetzl,Shiner Blonde,,Golden Lager,"Blonde made its debut as the original recipe Kosmos Spoetzl brought to the ""?Little Brewery."" A golden lager that pays sincere tribute to its Bohemian roots, Shiner Blonde carries a distinctive flavor followed by a satisfying, smooth finish. Although our Blonde owes its heritage to the German homeland, it represents the best of a true American lager. That'?s our Shiner Blonde -- red, white ",,4.4,,,13,year-round,,,,,,,,,,88573 35002,$27.18,,,,,,,,,,,
Spoetzl,Shiner Bohemian Black Lager,,Black Lager,"Bohemian Black Lager, crafted according to exacting old-world standards with imported Czech Saaz, Styrians Hops and selected roasted malts, is the darkest beer we brew. Initially added to the Shiner family as our 97 Anniversary Brew, the unique and complex flavor of this rare brew found such a following among our customers that we brought it back for good!",,4.9,,,18,year-round,,,,,,,,,,,,,,,,,,,,,,
Spoetzl,Shiner Hefeweizen,,Hefeweizen,"Hefeweizen (Hef-ay-vite-zen) recalls the classic beers of Bavaria as a true unfiltered wheat brew. This beer captures old-world Munich Malt, wheat grist used in a scant 1% of all brews worldwide, orange and lemon zest in a frothy classic example of bottle-conditioned beer. Adding clover honey and yeast just before it'?s bottled touches off a unique, secondary fermentation process inside every keg and bottle before its final release from the brewery.",,5.4,,,17,year-round,,,,,,,,,,88573 90002,$27.18,,,,,,,,,,,
Spoetzl,Shiner Light,,,"Light just doesn't quite capture the complex character of this handcrafted Shiner beer. At the ""Little Brewery,"" our commitment to making the best beer anywhere yields a deep amber brew blended from choice Munich malts, select hops and pure Artesian water. Shiner Light sacrifices none of the taste or satisfaction while reducing calories and carbs. And every bottle of Shiner Light carries the signature of a Shiner, Texas, citizen -- to remind folks that only one light beer is good enough to be called Shiner!",,4,,,13,year-round,120,,,,,,,,,,,,,,,,,,,,,
Spoetzl,Shiner Smokehaus,,Helles,"Brewed with pale malt that's been smoked with native mesquite in the backyard of our little brewery in Shiner, Texas (pop. 2,070), this refreshing Helles-style beer has a smoky flavor that goes great with all the flavors of summer.",,4.89,,,16,Summer,,,,,,,,,,,,,,,,,,,,,,
Spoetzl,Shiner 100 Commemorator,,Dopplebock,"Brewed in the traditional Doppelbock-style, this mildly-spiced, toasted-caramel ale is arguably one of the tawniest lagers around. It is a malt beer brewed for consumption and sometimes dubbed as ""liquid bread"" since monks developed this style of beer to help them fast during the Lenten season. The Commemorator is as rich and robust as the 100 years of Shiner heritage it represents. Available for a limited time only through the end of 2009. Savor a pint while you can.",,6.7,,,17,Limited,,,,,,,,,,,,,,,,,,,,,,
Saranac,Pale Ale,,Pale Ale,"A beer that would make the English jealous! This true English Pale Ale is rich and fruity, yet finishes crisp. You'll love the copper amber color and medium body.",,5.5,13.5,,,year-round,,,,Crystal English Pale Ale,"Cascade, East Kent Golden",,,,,,,,,,,,,,,,,
Saranac,Pomegranate Wheat,,Fruit Ale,This wholesome combination of unfiltered wheat beer and real pomegranate juice makes a smooth refreshing beer with all the goodness of pomegranate. Look for a light body with a slight tart finish and golden straw color.,,4.7,11.5,,,year-round,,,,"2 Row Malt, White Wheat Malt",Columbus,,,,,0 71670 07042 2,$25.56,,,,,,,,,,,
Saranac,Adirondack Lager,,German Amber Lager,"Our classic German lager has a perfect balance of caramel malt sweetness. Look for a rich, amber color and medium body.",,5.5,13,,,year-round,,,,Two-row and Caramel,"Cascade, Mt. Hood, German Hallertauer",,,,,,,,,,,,,,,,,
Saranac,Black Forest,,Bavarian Black,"A Bavarian black beer with distinctive carmel malt sweetness and rich creamy trademark head. Flavorful, yet smooth; it is very drinkable!",,5.3,13,,,year-round,,,,Two-row and Caramel,"Mt. Hood, Hallertauer",,,,,0 09450 02133 7,$25.56,,,,,,,,,,,
Saranac,Black and Tan,,Stout - Amber Loager Blend,"A beer lover's dream! This classic irish stout and amber lager blend is malty, yet pleasantly bitter with many complex flavor notes. Look for a deep brown-black color and full-body",,5.1,13.6,,,year-round,,,,"Chocolate, Caramel, Black roasted barley",Willamette,,,,,,,,,,,,,,,,,
Saranac,India Pale Ale,,American IPA,A hop lover's delight. In the India Pale Ale tradition this brew is very hoppy in both aroma and flavor from the generous amounts of cascade hops used in brewing. Look for a medium to full body and golden straw color.,,5.8,14.5,,,year-round,,,,North American two-row,Cascade,,,,,0 71670 08104 3,$25.56,,,,,,,,,,,
Saranac,Brown Ale,,American Brown Ale,"This Brown Ale is brewed with American malt and hops, and traditional ale yeast. Look for a sweet, chocolaty taste, with balanced bitterness resulting in a full flavored but smoothly drinkable beer. ",,6,14.5,,,year-round,,,,"American two-row pale, Victory, Chocolate","Cascade, Columbus",,,,,,,,,,,,,,,,,
